id,score,gen,ancestral,copy,time alive,feeding,xi,yi,xfi,yfi
1925,14535,7,1791,False,20.030546188354492,5,230,380,230,130
973,13530,7,1298,False,20.083321571350098,2,410,450,220,30
1738,13530,7,530,False,20.040553331375122,4,440,340,210,20
688,11325,7,1444,False,20.09943699836731,4,320,440,320,110
1862,11026,7,541,False,20.033859252929688,3,420,20,280,470
1439,10440,7,1424,False,5.482701539993286,3,470,180,460,410
1697,10440,7,1891,False,20.043150186538696,4,460,240,290,390
1164,10296,7,575,False,20.072778940200806,5,420,290,360,340
555,10011,7,1663,False,5.673863410949707,4,460,350,420,40
1495,10011,7,652,False,5.758508682250977,3,360,200,350,400
895,9591,7,25,False,20.087400197982788,3,370,460,300,120
1692,9591,7,1891,False,20.043392658233643,3,380,160,340,440
1384,9453,7,679,False,20.060426950454712,4,440,380,350,160
1273,9180,7,451,False,20.066822290420532,3,450,480,430,90
391,9045,7,862,False,5.557660102844238,2,360,400,210,20
498,9045,7,1115,False,20.110307455062866,5,470,80,320,240
1777,9045,7,690,False,6.045820236206055,4,300,230,300,130
1730,8911,7,530,False,20.041450262069702,4,460,150,400,230
838,8778,7,1768,False,20.091126918792725,3,400,30,170,350
1351,8778,7,67,False,5.085406541824341,5,450,160,410,90
1455,8385,7,1691,False,5.667619466781616,3,270,30,220,480
1712,8385,7,367,False,20.042360305786133,3,480,30,360,450
482,8256,7,1115,False,20.111103296279907,3,480,460,480,300
1491,8256,7,652,False,5.99649977684021,3,480,390,420,30
1677,8256,7,1862,False,20.04415798187256,3,370,260,330,90
1623,8128,7,1071,False,20.04707384109497,4,380,470,360,280
1782,7875,7,1439,False,20.03801155090332,4,440,480,440,110
12,7503,7,560,False,20.143996715545654,2,390,360,230,480
1755,7503,7,635,False,20.039636611938477,3,470,330,440,40
7,7381,7,560,False,4.742760181427002,3,430,460,380,310
984,7260,7,194,False,4.759445905685425,2,430,30,130,150
1310,7260,7,1041,False,20.064273834228516,3,440,470,330,20
1764,7140,7,690,False,20.039143323898315,3,250,60,220,440
1906,7140,7,1117,False,20.03154993057251,3,290,480,200,40
270,7021,7,122,False,4.725327730178833,1,380,70,30,480
764,6786,7,932,False,5.0797319412231445,4,460,310,390,420
37,6670,7,802,False,20.139867782592773,2,410,210,410,480
416,6670,7,461,False,5.494138956069946,3,460,350,420,380
553,6555,7,1663,False,20.107427835464478,3,480,340,280,280
223,6441,7,1523,False,4.9798829555511475,3,200,380,200,440
1930,6441,7,1791,False,5.095043897628784,3,480,170,330,80
1103,6328,7,1576,False,20.075977563858032,2,310,100,180,480
319,6216,7,1898,False,20.120012521743774,2,420,390,200,20
882,6216,7,25,False,20.08830237388611,2,460,390,280,390
132,6105,7,775,False,4.474647521972656,3,360,70,250,480
1497,6105,7,652,False,20.054255485534668,2,430,180,300,20
1613,6105,7,789,False,20.047587633132935,2,470,420,180,120
499,5995,7,1115,False,20.11025333404541,2,270,120,190,330
892,5995,7,25,False,20.08758044242859,2,350,50,270,460
1051,5995,7,742,False,4.975874662399292,4,290,380,250,110
1359,5995,7,67,False,4.614973783493042,2,390,320,310,30
1318,5778,7,1041,False,20.063828229904175,2,480,380,420,20
1796,5778,7,1439,False,20.03719449043274,4,430,350,370,480
1080,5671,7,957,False,20.077194690704346,1,460,480,20,20
1182,5671,7,925,False,4.210737943649292,3,290,70,290,450
254,5565,7,1611,False,4.3727147579193115,2,360,70,330,120
1000,5565,7,194,False,20.081912994384766,3,480,180,330,400
1323,5565,7,1089,False,20.063576698303223,2,390,210,290,60
1480,5565,7,555,False,20.0551917552948,2,330,20,260,360
550,5460,7,1663,False,4.48469877243042,4,480,30,380,210
860,5460,7,1835,False,4.285703659057617,2,380,30,240,400
436,5356,7,868,False,20.113437175750732,2,430,300,140,20
980,5356,7,1298,False,20.082982301712036,2,480,220,420,130
1312,5356,7,1041,False,20.06417202949524,2,400,440,360,20
