id,score,gen,ancestral,copy,time alive,feeding,xi,yi,xfi,yfi
1922,2850,15,1493,False,2.2838878631591797,1,340,470,340,40
710,2701,15,508,False,2.413365602493286,1,160,440,160,60
176,2016,15,1147,False,2.2130777835845947,1,310,240,310,20
1702,1035,15,554,False,1.878058671951294,0,230,30,140,480
178,990,15,1147,False,1.9420833587646484,0,120,470,440,30
1171,990,15,560,False,1.9010858535766602,0,50,480,410,40
1291,990,15,917,False,1.8208858966827393,0,230,40,60,480
181,946,15,1147,False,1.919086217880249,0,20,460,290,30
223,946,15,1402,False,1.9171383380889893,0,280,40,60,470
1276,946,15,917,False,1.7988805770874023,0,80,450,290,20
