id,score,gen,ancestral,copy,time alive,feeding,xi,yi,xfi,yfi
948,14365,19,1027,False,20.09167194366455,4,450,200,330,460
1638,11476,19,1241,False,20.05453085899353,2,460,480,410,20
1916,11325,19,1076,False,5.410923719406128,3,430,460,330,60
480,9045,19,1941,False,20.137747764587402,3,420,200,400,400
557,9045,19,1063,False,20.13376212120056,3,360,90,250,380
1615,8778,19,1053,False,20.05571436882019,3,440,100,220,440
966,8385,19,1778,False,20.090705394744873,2,470,70,440,360
1821,8385,19,1671,False,20.04422116279602,4,440,430,420,280
1639,7626,19,1241,False,20.05448031425476,3,480,410,320,60
1128,7381,19,1051,False,20.081833600997925,3,480,410,190,110
1703,7381,19,515,False,20.050676107406616,3,220,300,170,120
684,7260,19,908,False,20.106002807617188,3,400,450,300,430
1572,7260,19,780,False,4.5866522789001465,2,450,270,360,50
522,7140,19,435,False,20.13553524017334,5,380,130,280,180
836,7021,19,1240,False,20.097534894943237,4,470,280,360,300
389,6786,19,341,False,4.809787034988403,4,460,200,120,350
117,6441,19,1832,False,4.69953465461731,2,360,380,330,70
1802,6441,19,786,False,20.045320987701416,3,460,100,440,210
1326,6328,19,329,False,20.071176767349243,2,400,40,40,420
182,6216,19,40,False,4.412318706512451,1,390,100,70,480
691,6216,19,908,False,4.215305805206299,1,420,110,20,420
992,6216,19,634,False,20.089362859725952,2,190,80,130,450
489,6105,19,60,False,20.13723659515381,3,480,120,440,100
728,6105,19,367,False,4.838160276412964,3,190,360,170,390
1410,6105,19,87,False,4.8732590675354,3,210,460,180,30
1664,6105,19,1258,False,20.053127765655518,3,440,340,340,120
85,5995,19,1043,False,20.1623694896698,2,450,350,200,230
203,5995,19,1078,False,4.599276304244995,2,200,400,120,90
749,5995,19,620,False,4.275802373886108,2,480,140,420,480
1463,5995,19,1737,False,20.06412982940674,4,460,340,440,20
28,5886,19,504,False,4.4531285762786865,3,470,110,380,110
560,5778,19,1063,False,20.133582830429077,3,360,110,110,390
824,5778,19,1240,False,4.115065574645996,4,340,150,210,160
941,5778,19,1027,False,4.205367088317871,2,220,400,130,130
1329,5778,19,329,False,4.315109968185425,3,320,140,260,380
1446,5778,19,1592,False,4.122618913650513,2,370,140,170,450
434,5671,19,1392,False,20.140097856521606,2,340,330,340,450
889,5671,19,202,False,4.207353830337524,4,380,390,270,400
806,5565,19,1210,False,4.30484676361084,3,460,20,320,290
1124,5565,19,1051,False,20.08203673362732,2,420,290,160,130
1306,5565,19,122,False,20.072211503982544,4,460,160,230,80
1987,5565,19,430,False,20.034265756607056,3,360,130,110,330
181,5356,19,40,False,4.349836826324463,2,420,440,120,260
441,5356,19,1568,False,4.245765686035156,4,390,460,330,190
1287,5356,19,1909,False,20.07317876815796,3,360,290,340,430
577,5151,19,1480,False,4.490649700164795,2,480,180,400,320
975,5151,19,1778,False,4.172538995742798,2,470,130,330,110
1118,5151,19,949,False,20.082326889038086,2,450,150,220,460
1399,5151,19,1445,False,4.281240224838257,1,330,40,30,450
793,5050,19,1688,False,20.100268125534058,4,440,340,370,130
1847,5050,19,55,False,20.042697429656982,2,320,420,300,50
297,4950,19,744,False,20.14774489402771,3,300,440,270,50
357,4950,19,1632,False,20.144143104553223,2,430,450,320,40
586,4851,19,131,False,20.131829500198364,2,440,250,320,100
1266,4851,19,1881,False,4.2862348556518555,3,460,450,420,90
242,4753,19,239,False,20.150620222091675,4,480,130,460,240
1440,4753,19,1332,False,20.065333366394043,2,450,270,310,430
1813,4753,19,786,False,3.8867461681365967,3,390,440,300,370
506,4656,19,242,False,4.022447109222412,1,370,20,50,380
589,4656,19,131,False,20.1316978931427,3,210,440,160,460
1511,4656,19,148,False,20.061190605163574,1,320,20,170,470
1240,4560,19,899,False,20.07601571083069,1,260,90,50,470
1816,4560,19,786,False,20.044500827789307,4,440,470,350,140
1826,4560,19,1671,False,20.043946504592896,2,470,350,290,20
361,4465,19,1806,False,3.8698031902313232,2,230,260,130,70
1593,4465,19,1988,False,20.056867599487305,5,450,280,450,390
1600,4465,19,1988,False,20.056500673294067,4,460,80,260,160
1667,4465,19,1258,False,20.05296802520752,2,470,40,110,410
1711,4371,19,515,False,20.05029845237732,2,480,170,390,100
1165,4278,19,1439,False,4.196548938751221,2,450,190,370,480
503,4186,19,242,False,20.136516332626343,2,320,220,180,70
647,4186,19,840,False,3.6794159412384033,1,480,340,20,420
976,4186,19,1778,False,20.090197801589966,4,350,270,270,20
33,4095,19,504,False,20.165159225463867,2,440,30,400,150
550,4095,19,1063,False,20.13409996032715,1,420,30,50,450
699,4095,19,908,False,20.105209827423096,2,360,480,230,240
764,4095,19,968,False,3.6112892627716064,3,340,130,230,200
1339,4095,19,329,False,4.220790386199951,4,430,480,390,230
414,4005,19,391,False,20.14114809036255,2,320,220,290,120
578,4005,19,1480,False,20.132225275039673,2,340,360,340,340
653,4005,19,840,False,3.518801689147949,2,260,150,220,330
734,4005,19,367,False,20.10338521003723,2,410,330,190,50
1662,4005,19,1258,False,3.8932785987854004,2,470,180,250,180
362,3916,19,1806,False,20.14386558532715,4,330,280,290,190
618,3916,19,552,False,20.109375953674316,2,470,250,460,180
672,3916,19,901,False,20.106594800949097,2,440,350,350,20
725,3916,19,367,False,20.103851318359375,3,450,90,270,130
799,3916,19,1688,False,20.099935054779053,2,460,40,410,280
818,3916,19,1210,False,20.098477125167847,2,400,340,160,30
915,3916,19,626,False,3.4764468669891357,2,390,420,170,480
1759,3916,19,915,False,20.047757863998413,2,400,50,150,340
1764,3916,19,1236,False,20.047481775283813,1,480,210,60,350
162,3828,19,1515,False,20.154746055603027,2,230,50,180,150
328,3828,19,1585,False,3.998183250427246,2,410,130,170,420
1107,3828,19,949,False,20.082899570465088,3,430,270,260,470
1157,3828,19,1325,False,20.080307006835938,2,410,90,310,340
1946,3828,19,162,False,3.4348018169403076,2,440,420,320,320
79,3741,19,758,False,3.7256240844726562,1,460,410,30,470
108,3741,19,1832,False,3.8516342639923096,2,470,220,120,110
244,3741,19,239,False,20.15047788619995,2,190,470,140,310
