id,score,gen,ancestral,time alive,feeding,xi,yi,xfi,yfi
1,142845,9,8,20.15377426147461,1,379,26,310,480
15,142845,9,8,20.153141736984253,0,347,39,38,369
19,142845,9,8,20.152968883514404,0,434,242,102,476
31,142845,9,9,20.150447368621826,2,430,249,384,356
50,142845,9,15,20.149612426757812,1,105,246,100,466
63,142845,9,16,20.148998022079468,3,314,81,233,170
70,142845,9,16,20.148702383041382,0,458,327,25,470
79,142845,9,16,20.148292303085327,0,328,48,47,397
108,142845,9,18,20.146982431411743,1,218,113,28,411
112,142845,9,18,20.146808624267578,1,234,150,22,450
123,142845,9,20,20.146308660507202,1,218,347,79,448
140,142845,9,20,20.145530939102173,1,441,106,368,201
153,142845,9,27,20.14496874809265,0,420,87,53,418
166,142845,9,35,20.144415616989136,1,264,49,264,458
185,142845,9,40,20.143548011779785,2,479,26,246,86
247,142845,9,55,20.138077974319458,0,306,96,22,455
255,142845,9,55,20.13770055770874,1,267,242,67,334
346,142845,9,67,20.133653163909912,0,404,190,103,471
348,142845,9,67,20.133564710617065,0,452,116,40,446
376,142845,9,73,20.13236975669861,1,364,42,27,176
405,142845,9,89,20.130845546722412,2,360,139,147,165
406,142845,9,89,20.130802392959595,0,401,20,71,287
432,142845,9,93,20.1291663646698,1,188,139,129,447
444,142845,9,95,20.12868309020996,0,436,26,205,428
464,142845,9,96,20.127795696258545,1,377,303,123,442
475,142845,9,96,20.127299070358276,0,334,56,22,420
478,142845,9,96,20.127180814743042,1,458,151,116,151
514,142845,9,106,20.12558627128601,0,378,76,160,418
553,142845,9,117,20.123894453048706,1,310,124,135,330
561,142845,9,122,20.12353229522705,1,377,63,100,220
567,142845,9,122,20.12328553199768,1,360,21,43,34
594,142845,9,125,20.122113466262817,1,422,85,244,436
601,142845,9,127,20.121808290481567,2,257,90,225,329
611,142845,9,127,20.121368885040283,1,472,77,329,261
614,142845,9,127,20.121206998825073,1,269,263,144,452
629,142845,9,137,20.12057113647461,1,474,251,194,350
641,142845,9,153,20.120054006576538,2,178,27,156,205
656,142845,9,153,20.11894941329956,0,456,98,39,426
657,142845,9,153,20.118907690048218,1,223,362,53,390
690,142845,9,158,20.11730122566223,1,444,23,385,273
699,142845,9,158,20.11684250831604,0,289,59,26,437
708,142845,9,159,20.11621403694153,0,455,29,318,463
710,142845,9,159,20.116098880767822,1,421,327,177,468
731,142845,9,161,20.115083694458008,1,232,332,170,473
732,142845,9,161,20.115028381347656,3,410,23,309,140
739,142845,9,161,20.114691972732544,2,208,81,193,231
763,142845,9,171,20.113582849502563,0,376,106,38,430
787,142845,9,180,20.11248469352722,1,322,104,98,138
791,142845,9,180,20.112324714660645,1,430,20,393,25
798,142845,9,180,20.11198902130127,1,421,188,28,309
818,142845,9,185,20.111056566238403,0,442,24,141,338
841,142845,9,195,20.110034227371216,1,378,189,82,374
868,142845,9,198,20.10883092880249,0,468,87,102,335
872,142845,9,198,20.10806369781494,2,459,255,329,257
917,142845,9,211,20.083651304244995,1,399,357,39,460
925,142845,9,212,20.083306550979614,2,382,103,358,376
927,142845,9,212,20.083197116851807,1,395,142,159,411
937,142845,9,212,20.08277654647827,0,467,254,56,473
957,142845,9,217,20.08194398880005,1,284,72,100,428
995,142845,9,235,20.080259561538696,1,436,107,84,108
998,142845,9,235,20.080142736434937,2,194,86,76,374
1018,142845,9,238,20.079254627227783,1,268,46,130,120
1021,142845,9,245,20.079118013381958,0,386,72,57,367
1039,142845,9,245,20.078333616256714,1,281,105,280,476
1093,142845,9,253,20.075934171676636,1,469,326,86,348
1104,142845,9,267,20.075483083724976,1,425,60,70,192
1107,142845,9,267,20.07534694671631,0,325,66,136,428
1115,142845,9,267,20.074546575546265,0,470,115,71,265
1123,142845,9,269,20.074214458465576,1,314,26,177,337
1135,142845,9,269,20.073650360107422,0,321,186,37,467
1151,142845,9,274,20.072941780090332,1,268,335,68,394
1155,142845,9,274,20.072757720947266,1,213,155,122,433
1162,142845,9,276,20.072468996047974,0,468,81,101,478
1163,142845,9,276,20.072425365447998,0,425,27,89,372
1191,142845,9,279,20.071151971817017,0,355,38,21,412
1207,142845,9,300,20.07044553756714,0,405,56,135,348
1208,142845,9,300,20.07040810585022,1,413,248,145,433
1212,142845,9,300,20.07024097442627,1,382,203,198,362
1223,142845,9,306,20.069738626480103,0,469,77,130,287
1256,142845,9,307,20.068347454071045,1,220,103,163,476
1283,142845,9,323,20.067118167877197,1,150,83,32,429
1292,142845,9,323,20.066760063171387,1,459,369,152,365
1311,142845,9,324,20.06595015525818,1,333,100,162,453
1330,142845,9,326,20.065146923065186,0,477,121,44,273
1338,142845,9,326,20.064338445663452,0,303,85,37,469
1372,142845,9,332,20.062854766845703,0,403,47,202,452
1376,142845,9,332,20.062673091888428,1,451,71,68,140
1396,142845,9,333,20.061818838119507,0,440,84,46,368
1428,142845,9,341,20.060418367385864,0,470,100,71,430
1452,142845,9,346,20.059417963027954,0,459,88,109,350
1458,142845,9,346,20.059190273284912,1,308,132,21,278
1468,142845,9,347,20.058754444122314,0,472,226,158,460
1473,142845,9,347,20.058574438095093,0,271,25,119,447
1474,142845,9,347,20.05853295326233,0,447,124,113,351
1546,142845,9,361,20.055389165878296,1,252,158,196,356
1573,142845,9,365,20.053807258605957,2,479,290,417,396
1590,142845,9,366,20.053080320358276,1,476,58,297,390
1600,142845,9,366,20.05263638496399,1,470,223,211,447
1606,142845,9,368,20.052364587783813,0,407,76,35,451
1626,142845,9,369,20.05144166946411,1,463,75,74,180
