id,score,gen,ancestral,time alive,feeding,xi,yi,xfi,yfi
537,893,1,702,20.07826519012451,360,279,305,269,295
534,892,1,702,20.078393697738647,359,204,122,214,132
539,892,1,702,20.07817006111145,359,242,242,232,232
525,891,1,702,20.07882308959961,358,353,85,343,95
530,890,1,702,20.07857346534729,357,100,170,110,160
521,887,1,702,20.07900881767273,354,65,112,55,102
527,883,1,702,20.07871174812317,350,82,89,72,99
536,739,1,702,16.144227027893066,300,28,323,38,333
524,555,1,702,12.170114755630493,223,423,286,413,296
532,540,1,702,11.974410772323608,214,115,222,125,232
522,526,1,702,11.668325185775757,209,222,227,232,217
540,403,1,702,8.65800666809082,161,429,172,419,182
535,49,1,702,1.5596730709075928,19,444,178,454,188
