id,score,gen,ancestral,time alive,feeding,xi,yi,xfi,yfi
22,103,2,294,53.14465641975403,1,479,76,38,333
180,88,2,294,70.15029525756836,2,470,76,127,230
3,83,2,294,44.12953519821167,1,462,89,12,186
36,83,2,294,43.625030517578125,1,226,30,157,398
142,80,2,294,44.11379599571228,2,436,28,341,59
1531,72,2,728,44.95142865180969,1,472,480,141,81
103,71,2,294,54.13655471801758,1,423,40,352,415
1714,69,2,383,36.40952444076538,1,311,405,461,393
162,67,2,294,41.105289697647095,3,351,52,220,173
887,66,2,288,34.50193548202515,0,360,473,137,136
