id,score,gen,ancestral,time alive,feeding,xi,yi,xfi,yfi
868,520,19,5,20.068761110305786,3,152,29,152,60
1013,517,19,13,20.062384605407715,3,238,51,215,217
1113,538,19,18,20.057600498199463,3,323,382,328,35
1290,35,19,27,1.770538330078125,3,229,250,220,291
1673,29,19,46,1.1108152866363525,3,159,45,89,133
