id,score,gen,ancestral,time alive,feeding,xi,yi,xfi,yfi
211,996,1,965,20.103204011917114,3,121,179,114,67
518,1005,1,311,20.088274002075195,3,48,23,287,294
803,65,1,637,1.981419324874878,3,278,161,171,177
1310,993,1,1308,20.04900598526001,3,301,261,250,237
35,54,1,142,1.68841552734375,2,366,61,275,112
84,22,1,1441,1.1591739654541016,2,68,261,100,147
452,998,1,224,20.091366052627563,2,72,417,249,356
483,986,1,261,20.08993101119995,2,157,120,227,263
505,999,1,311,20.08887815475464,2,159,157,443,156
578,1009,1,370,20.085023641586304,2,225,428,158,157
607,53,1,422,1.4562296867370605,2,176,459,137,241
890,35,1,717,1.1808388233184814,2,309,213,142,58
1051,94,1,1039,1.9504156112670898,2,43,462,219,396
1053,1002,1,1039,20.061280012130737,2,96,67,316,266
1056,989,1,1039,20.061158418655396,2,26,279,278,334
1057,90,1,1039,1.831404685974121,2,161,47,392,206
1060,1010,1,1039,20.06094455718994,2,127,454,331,271
1303,1017,1,1308,20.049304485321045,2,300,151,99,479
1312,1015,1,1308,20.048912048339844,2,350,38,326,128
1724,52,1,1661,1.4760968685150146,2,233,95,285,285
96,33,1,1441,1.562267541885376,1,98,455,264,291
99,42,1,1441,1.3652355670928955,1,251,377,339,46
104,9,1,15,0.739511251449585,1,142,405,50,399
142,44,1,496,1.3878452777862549,1,303,26,316,319
146,24,1,496,1.1328637599945068,1,171,257,256,311
149,20,1,496,1.298755168914795,1,125,272,331,272
150,10,1,496,0.6506812572479248,1,302,431,386,441
154,61,1,496,1.7110676765441895,1,45,58,75,460
155,36,1,496,1.5564825534820557,1,119,133,369,248
158,26,1,496,1.0898699760437012,1,29,385,229,450
201,991,1,965,20.10362696647644,1,145,165,423,29
204,106,1,965,2.19657826423645,1,34,439,63,55
212,994,1,965,20.103130340576172,1,173,360,377,165
217,981,1,965,20.10291814804077,1,141,304,282,307
256,2,1,1839,1.149284839630127,1,412,290,398,290
344,983,1,16,20.096515417099,1,48,201,53,197
349,992,1,16,20.096296310424805,1,432,47,441,441
359,973,1,16,20.09581732749939,1,435,128,441,82
387,48,1,125,1.441328763961792,1,248,398,388,260
442,980,1,224,20.091861486434937,1,461,268,478,255
455,975,1,224,20.091245651245117,1,445,188,447,145
456,982,1,224,20.091203212738037,1,253,338,319,203
490,16,1,261,1.2158520221710205,1,463,185,393,276
497,29,1,261,1.1187949180603027,1,258,342,74,457
503,994,1,311,20.08895993232727,1,180,465,413,372
507,986,1,311,20.088752031326294,1,52,389,282,368
510,991,1,311,20.088615894317627,1,144,219,338,285
512,986,1,311,20.088523626327515,1,342,182,447,293
525,49,1,315,1.4354259967803955,1,191,246,204,479
561,37,1,370,1.4815516471862793,1,435,200,390,83
569,978,1,370,20.085428953170776,1,148,185,61,233
575,32,1,370,1.6509387493133545,1,393,266,246,215
576,972,1,370,20.085108280181885,1,163,325,48,328
580,984,1,370,20.084895610809326,1,218,38,119,211
604,49,1,422,1.4914512634277344,1,410,274,83,109
620,18,1,422,1.2455463409423828,1,256,251,226,165
641,26,1,447,0.9806473255157471,1,50,224,53,424
703,13,1,545,0.8519773483276367,1,297,438,397,470
712,988,1,545,20.07869863510132,1,54,269,160,422
718,47,1,545,1.3885622024536133,1,37,383,328,423
720,983,1,545,20.078383207321167,1,71,279,80,173
769,15,1,576,1.1671111583709717,1,367,217,242,215
802,58,1,637,1.892005205154419,1,221,99,170,273
804,18,1,637,1.236950397491455,1,279,266,341,310
810,45,1,637,1.822500467300415,1,267,124,130,248
811,54,1,637,1.618511438369751,1,211,142,260,464
819,976,1,637,20.07268738746643,1,111,208,58,231
840,35,1,672,1.2524032592773438,1,418,456,161,452
845,47,1,676,1.7913143634796143,1,468,22,221,259
847,58,1,676,1.9694790840148926,1,305,116,201,439
849,62,1,676,1.781191110610962,1,286,205,207,450
852,73,1,676,1.7810745239257812,1,376,82,257,318
855,55,1,676,1.6271796226501465,1,440,320,124,362
856,51,1,676,1.7608141899108887,1,153,152,99,463
861,972,1,716,20.07073664665222,1,203,160,238,135
864,977,1,716,20.070584774017334,1,391,326,456,184
868,57,1,716,1.6371548175811768,1,88,327,172,293
876,23,1,716,1.3550090789794922,1,384,406,469,258
881,37,1,717,1.455280065536499,1,197,442,74,184
882,51,1,717,1.6050641536712646,1,382,457,143,182
885,59,1,717,1.5585050582885742,1,323,409,69,266
887,27,1,717,1.1433804035186768,1,216,288,141,81
894,14,1,717,1.418440341949463,1,408,480,357,413
919,31,1,720,1.2325003147125244,1,352,320,175,371
920,44,1,720,1.4416029453277588,1,410,44,39,109
931,27,1,792,1.0804119110107422,1,189,179,191,452
1025,21,1,1011,1.1932613849639893,1,358,207,376,84
1036,972,1,1011,20.062095642089844,1,245,83,288,84
1040,80,1,1011,2.2260537147521973,1,58,437,192,330
1042,982,1,1039,20.06178092956543,1,116,22,138,191
1045,46,1,1039,1.3860256671905518,1,313,136,469,448
1048,979,1,1039,20.06151008605957,1,385,224,477,229
1049,982,1,1039,20.061460971832275,1,288,261,447,96
1055,1006,1,1039,20.06119656562805,1,74,268,431,479
1059,1008,1,1039,20.0610134601593,1,157,23,429,453
1091,12,1,1086,0.6757206916809082,1,241,75,241,125
1119,18,1,1148,0.9377479553222656,1,86,279,80,99
1162,977,1,1218,20.05621862411499,1,414,454,392,475
1166,33,1,1218,1.36849045753479,1,161,226,320,404
1167,997,1,1218,20.055986881256104,1,274,24,466,279
