id,score,gen,ancestral,copy,time alive,feeding,xi,yi,xfi,yfi
1787,1431,13,737,False,1.0961658954620361,1,90,430,90,190
43,1035,13,1470,False,1.2249159812927246,0,400,480,450,30
443,1035,13,1377,False,1.149906873703003,0,70,480,210,30
1418,990,13,588,False,1.084322452545166,0,20,180,460,380
1505,990,13,588,False,1.070713758468628,0,40,100,480,380
409,946,13,1377,False,1.1792449951171875,0,330,450,350,20
595,946,13,1377,False,1.1653761863708496,0,270,480,340,50
837,946,13,1323,False,1.154982566833496,0,320,480,430,50
1041,946,13,886,False,1.1429188251495361,0,300,470,460,40
1579,946,13,588,False,1.099250316619873,0,160,470,310,40
