id,score,gen,ancestral,time alive,feeding,xi,yi,xfi,yfi
1344,325227,5,642,13.655568838119507,0,480,43,30,479
1889,256628,5,256,13.601512670516968,0,473,52,98,468
1435,230979,5,1144,13.654969692230225,0,472,23,108,414
495,230241,5,628,13.708327531814575,0,405,21,31,403
1314,207911,5,92,13.633354902267456,0,470,53,133,437
459,195631,5,262,13.484903335571289,0,419,70,22,380
785,195550,5,63,13.633378505706787,0,382,24,103,447
854,186073,5,307,13.656535863876343,0,421,30,96,389
915,172908,5,766,13.604914426803589,0,350,55,64,432
500,161482,5,628,13.55515432357788,0,446,236,42,476
200,160224,5,1523,13.637727975845337,0,467,79,167,421
982,159795,5,1462,13.632548332214355,0,438,30,138,371
698,156576,5,254,13.563049077987671,0,390,33,165,443
170,153746,5,1550,13.659681797027588,0,449,154,34,369
1010,152628,5,173,13.489878416061401,1,477,210,85,207
1600,150525,5,755,13.478283882141113,0,459,222,62,450
1852,149726,5,1131,13.595904111862183,0,469,96,63,312
1301,138985,5,92,13.455564975738525,0,474,168,173,469
1312,138332,5,92,13.51571798324585,0,290,62,49,423
900,131504,5,144,13.404288291931152,0,392,175,110,480
1953,130305,5,893,13.126341819763184,1,284,176,37,170
1119,130297,5,1297,13.515199899673462,0,354,62,132,427
352,128535,5,506,13.665017366409302,0,465,127,77,323
189,127272,5,1523,13.647858381271362,0,409,28,148,348
317,124979,5,363,13.461004972457886,0,441,83,238,456
1498,124978,5,658,13.379968643188477,0,278,61,97,455
817,123256,5,684,13.599523782730103,1,407,111,43,115
895,121826,5,144,13.50411868095398,0,387,162,82,426
1457,120208,5,91,13.515485286712646,0,450,87,180,382
1662,120005,5,1293,13.461230039596558,0,465,96,202,397
1448,118136,5,91,13.391387462615967,0,433,94,229,450
428,117463,5,954,13.592535972595215,0,403,28,178,362
1540,115334,5,855,13.408812761306763,0,473,47,290,419
90,112773,5,1076,13.59128999710083,0,264,35,42,362
461,112031,5,535,13.537681341171265,0,408,54,192,386
1643,111429,5,1800,13.390192031860352,0,410,160,129,427
1820,109442,5,727,13.263174772262573,0,307,190,38,463
1535,108709,5,855,13.326021909713745,0,435,194,146,447
1308,107993,5,92,13.336746215820312,0,377,235,55,451
973,107854,5,433,13.352569103240967,0,413,125,203,455
475,107396,5,535,13.3664071559906,0,400,65,252,455
664,105892,5,93,13.58177661895752,0,249,20,30,334
