id,score,gen,ancestral,copy,time alive,feeding,xi,yi,xfi,yfi
148,19503,3,311,False,3.8765313625335693,4,190,70,400,160
361,11476,3,650,False,3.2945358753204346,3,90,50,480,320
123,11325,3,487,False,3.5794482231140137,3,450,170,60,170
1214,10153,3,258,False,3.055180549621582,3,370,60,250,420
1848,9316,3,647,False,2.931187629699707,4,190,20,410,210
463,8778,3,82,False,20.156700611114502,4,470,20,360,280
1411,8001,3,655,False,2.9738895893096924,2,250,230,480,480
533,7021,3,306,False,2.838711738586426,3,440,50,270,130
1030,6786,3,23,False,2.9980201721191406,3,360,60,370,250
1367,6105,3,455,False,2.6666200160980225,3,140,130,390,300
1193,5671,3,192,False,2.7236714363098145,3,160,50,350,80
981,5565,3,794,False,20.09413504600525,2,480,170,430,60
735,5460,3,649,False,2.920743465423584,3,270,80,80,110
144,5151,3,311,False,2.7632863521575928,2,280,30,40,210
1403,5050,3,655,False,2.676110029220581,2,400,100,410,420
436,4851,3,301,False,2.645482063293457,3,200,110,20,110
985,4656,3,794,False,20.09393334388733,1,340,20,60,470
1470,4560,3,243,False,20.057122230529785,3,290,280,260,80
992,4465,3,794,False,2.5359177589416504,1,370,90,90,400
1814,4278,3,181,False,2.5906383991241455,4,380,280,480,340
344,4095,3,562,False,2.5819411277770996,2,330,40,140,390
419,4095,3,902,False,2.6580402851104736,2,320,30,300,60
405,4005,3,902,False,2.7811381816864014,1,450,40,60,360
1806,3916,3,181,False,20.03156089782715,2,430,240,110,260
724,3828,3,649,False,20.11436414718628,1,440,50,70,460
345,3741,3,562,False,2.6165475845336914,2,100,130,270,290
996,3570,3,794,False,2.3840620517730713,1,450,470,60,340
1972,3570,3,185,False,2.4528892040252686,3,220,40,30,100
1236,3486,3,569,False,2.426861524581909,1,370,120,160,480
409,3403,3,902,False,2.4739692211151123,2,270,310,350,430
437,3403,3,301,False,2.8450071811676025,3,270,60,410,60
1980,3403,3,185,False,2.697784662246704,2,220,130,360,220
139,3321,3,487,False,2.6629891395568848,1,330,90,90,470
426,3321,3,301,False,2.461418628692627,2,270,20,160,260
471,3321,3,82,False,2.6085379123687744,3,340,170,160,40
360,3160,3,562,False,2.592623710632324,1,420,210,80,430
1461,3081,3,243,False,2.328141927719116,1,280,290,30,440
1484,3081,3,563,False,2.6695477962493896,3,330,40,160,280
1213,3003,3,258,False,2.2978451251983643,1,370,480,50,250
423,2926,3,301,False,2.5780346393585205,1,160,40,60,470
1811,2926,3,181,False,2.5459766387939453,2,280,40,450,390
435,2850,3,301,False,2.8015410900115967,1,400,80,50,450
1467,2850,3,243,False,20.057419776916504,1,380,380,140,140
971,2775,3,482,False,2.349968194961548,3,240,80,270,100
979,2775,3,482,False,2.5368542671203613,2,250,90,310,220
1103,2775,3,182,False,2.6727824211120605,1,460,260,20,460
1117,2775,3,182,False,2.445185661315918,2,420,180,310,390
1496,2701,3,563,False,20.05553913116455,2,360,320,80,330
1725,2701,3,20,False,2.3225045204162598,2,30,60,160,330
1497,2628,3,563,False,2.252974510192871,3,190,40,350,110
158,2556,3,311,False,20.177619695663452,1,110,40,470,300
127,2485,3,487,False,2.5253541469573975,2,60,180,230,440
695,2485,3,445,False,2.5688912868499756,1,310,40,120,470
1820,2485,3,181,False,20.0307457447052,1,370,400,30,450
1856,2485,3,647,False,2.1786396503448486,1,460,110,140,170
1969,2485,3,185,False,20.01696753501892,1,470,40,240,350
157,2415,3,311,False,2.7182204723358154,2,430,100,350,230
81,2346,3,8,False,2.6015613079071045,2,400,20,460,40
200,2346,3,656,False,2.737323522567749,1,330,50,20,360
348,2346,3,562,False,2.268911361694336,2,460,250,220,400
685,2346,3,445,False,2.394693374633789,1,50,60,140,460
998,2346,3,794,False,2.5805823802948,2,460,300,380,380
156,2278,3,311,False,20.17771029472351,2,330,110,430,110
347,2278,3,562,False,2.5005364418029785,2,60,220,370,290
975,2278,3,482,False,2.2766783237457275,2,320,150,300,240
1489,2278,3,563,False,20.055973768234253,2,90,200,410,320
995,2211,3,794,False,2.2127490043640137,1,480,370,130,290
429,2145,3,301,False,2.5776984691619873,2,190,40,300,140
537,2145,3,306,False,2.257514715194702,2,400,170,240,230
699,2145,3,445,False,2.3453869819641113,2,90,60,220,90
721,2145,3,649,False,2.182313919067383,1,30,270,340,480
1183,2145,3,192,False,2.545753002166748,1,430,240,60,440
1210,2145,3,258,False,2.2366139888763428,1,180,80,30,340
1229,2145,3,569,False,2.450387954711914,2,30,150,280,250
976,2080,3,482,False,2.3010611534118652,1,20,100,350,410
1492,2080,3,563,False,2.127873420715332,1,180,70,280,430
1853,2080,3,647,False,2.228259563446045,1,110,90,160,480
1973,2080,3,185,False,2.065274477005005,1,250,20,430,430
431,2016,3,301,False,2.187190532684326,1,60,100,320,310
1802,2016,3,181,False,2.4325509071350098,1,200,70,20,360
357,1953,3,562,False,2.1771836280822754,1,200,100,110,260
684,1953,3,445,False,2.358452320098877,1,460,160,160,340
1198,1953,3,192,False,2.4875504970550537,2,350,130,250,130
1472,1953,3,243,False,20.05700445175171,2,420,100,310,210
1857,1953,3,647,False,20.028563499450684,1,130,470,430,480
130,1891,3,487,False,2.3816351890563965,2,20,30,60,270
194,1891,3,656,False,2.239562511444092,2,110,110,270,320
364,1891,3,650,False,2.5576109886169434,1,480,440,20,450
737,1891,3,649,False,2.1289148330688477,1,190,120,400,450
1204,1891,3,258,False,20.078044176101685,1,460,390,220,420
1477,1891,3,243,False,2.076279401779175,1,430,400,190,30
96,1830,3,8,False,2.2229912281036377,1,30,40,440,230
186,1830,3,656,False,2.1605052947998047,1,130,120,480,370
977,1830,3,482,False,2.163288116455078,1,30,220,250,430
1188,1830,3,192,False,2.1490957736968994,2,20,260,270,450
1849,1711,3,647,False,2.1032168865203857,4,130,60,210,170
192,1653,3,656,False,2.1732921600341797,1,140,50,410,320
681,1653,3,445,False,2.3828823566436768,2,420,30,260,60
1855,1653,3,647,False,1.996309518814087,1,20,250,150,370
473,1596,3,82,False,2.1431779861450195,1,440,360,180,60
