id,score,gen,ancestral,copy,time alive,feeding,xi,yi,xfi,yfi
1071,4605,0,-1,False,2.02054500579834,1,380,470,470,50
1113,3655,0,-1,False,20.06100583076477,2,20,170,250,180
653,2926,0,-1,False,20.09141707420349,1,420,120,450,440
1755,2850,0,-1,False,1.5525238513946533,1,120,60,460,430
1869,2773,0,-1,False,1.7111215591430664,2,220,50,60,250
1259,2346,0,-1,False,20.05410599708557,2,430,20,290,230
1691,2278,0,-1,False,1.4069159030914307,2,470,80,270,330
468,2211,0,-1,False,20.105717182159424,1,440,420,170,80
1250,1953,0,-1,False,20.054749727249146,1,150,130,140,420
1530,1953,0,-1,False,1.3623909950256348,2,60,90,200,310
188,1891,0,-1,False,20.12371802330017,2,120,20,260,120
1863,1851,0,-1,False,1.5226054191589355,0,460,430,80,100
22,1780,0,-1,False,20.131487607955933,1,80,110,290,40
1678,1770,0,-1,False,1.4539546966552734,1,330,220,320,460
1745,1653,0,-1,False,20.019664525985718,0,370,20,90,360
1900,1431,0,-1,False,1.233137607574463,1,260,310,20,20
640,1326,0,-1,False,1.2864100933074951,2,310,90,260,440
709,1326,0,-1,False,1.3407912254333496,1,350,120,140,420
1503,1275,0,-1,False,20.041216373443604,1,460,290,180,280
944,1225,0,-1,False,1.4601469039916992,0,410,430,80,250
1645,1225,0,-1,False,20.03553605079651,1,360,180,480,480
809,1186,0,-1,False,20.079511404037476,1,420,220,180,140
1716,1092,0,-1,False,20.02086591720581,0,50,130,470,340
91,1035,0,-1,False,1.5156373977661133,1,440,110,90,140
566,1035,0,-1,False,1.2382137775421143,1,20,480,20,170
629,1035,0,-1,False,20.093162298202515,0,480,80,180,280
666,1035,0,-1,False,1.6536877155303955,0,400,20,450,430
1404,1035,0,-1,False,1.2222521305084229,1,130,440,60,270
153,990,0,-1,False,1.239851951599121,0,130,460,320,20
1966,990,0,-1,False,1.1577718257904053,0,140,480,270,40
73,981,0,-1,False,1.525791883468628,0,60,310,420,50
1280,946,0,-1,False,1.2995386123657227,1,30,160,350,50
1351,946,0,-1,False,1.1815905570983887,0,170,470,20,40
1408,946,0,-1,False,20.045456409454346,1,320,290,250,80
1723,946,0,-1,False,1.1437623500823975,0,40,170,470,60
1797,946,0,-1,False,1.1411089897155762,0,360,460,450,30
1812,946,0,-1,False,1.1284022331237793,0,320,450,450,20
341,903,0,-1,False,20.115060329437256,0,190,410,70,100
389,903,0,-1,False,20.111521244049072,0,90,60,290,360
1020,903,0,-1,False,1.3404784202575684,0,330,30,80,460
1262,903,0,-1,False,1.1864964962005615,0,60,470,370,50
1451,903,0,-1,False,1.1531500816345215,0,160,50,410,470
694,887,0,-1,False,1.685910940170288,2,130,280,230,80
995,886,0,-1,False,1.431910514831543,0,70,170,400,430
400,861,0,-1,False,1.2386574745178223,0,170,40,120,450
779,861,0,-1,False,1.1744434833526611,0,350,60,480,470
430,841,0,-1,False,1.5149149894714355,0,340,450,50,160
94,820,0,-1,False,1.646273136138916,0,60,20,460,30
246,820,0,-1,False,1.4295265674591064,0,320,480,90,80
836,820,0,-1,False,1.1957745552062988,1,250,270,440,60
945,820,0,-1,False,1.1628172397613525,1,130,430,120,110
955,820,0,-1,False,1.2744486331939697,1,50,260,330,140
1053,820,0,-1,False,1.3195359706878662,1,390,270,240,230
1097,820,0,-1,False,20.06167984008789,2,290,240,90,280
1132,820,0,-1,False,1.3064258098602295,0,380,420,150,130
1725,808,0,-1,False,1.3436565399169922,0,460,300,80,440
678,780,0,-1,False,20.0888409614563,0,440,260,30,160
873,780,0,-1,False,1.1549477577209473,0,20,430,310,40
1044,780,0,-1,False,1.3005950450897217,0,440,410,260,120
1228,780,0,-1,False,1.2108268737792969,0,430,420,280,30
1779,780,0,-1,False,1.1039609909057617,0,70,30,460,270
61,741,0,-1,False,1.2560944557189941,0,40,470,420,90
479,741,0,-1,False,20.10408854484558,0,50,470,240,180
854,741,0,-1,False,1.169412612915039,0,230,60,260,440
893,741,0,-1,False,1.1660730838775635,0,70,440,220,60
1363,741,0,-1,False,20.047762155532837,0,70,450,270,140
1364,741,0,-1,False,20.047696352005005,2,80,300,80,180
157,703,0,-1,False,1.1582646369934082,0,450,400,410,30
322,703,0,-1,False,1.219651460647583,0,370,450,80,80
426,703,0,-1,False,1.143686056137085,0,100,160,470,330
1164,703,0,-1,False,1.1132934093475342,0,160,90,300,460
1198,703,0,-1,False,1.274413824081421,1,240,200,390,420
1220,703,0,-1,False,20.05658507347107,1,260,330,30,380
1688,703,0,-1,False,1.5230820178985596,0,400,470,450,100
1798,672,0,-1,False,1.3499536514282227,0,370,440,400,30
275,666,0,-1,False,20.119418621063232,0,120,460,460,100
301,666,0,-1,False,1.2454311847686768,1,30,30,390,30
722,666,0,-1,False,1.107586145401001,1,170,290,270,30
814,666,0,-1,False,1.1166303157806396,0,100,110,460,100
868,666,0,-1,False,20.075361251831055,1,250,130,170,410
947,666,0,-1,False,20.069145917892456,0,370,200,100,310
1017,666,0,-1,False,1.0746569633483887,0,380,440,20,450
1102,666,0,-1,False,20.061464071273804,0,230,410,250,50
1205,666,0,-1,False,20.05728316307068,0,310,80,350,440
1272,666,0,-1,False,1.1620185375213623,0,430,120,130,480
1429,666,0,-1,False,1.0715510845184326,0,50,110,380,470
1493,666,0,-1,False,20.041589498519897,1,70,150,70,370
1525,666,0,-1,False,1.162377119064331,0,330,460,50,100
1613,666,0,-1,False,1.0497238636016846,0,190,380,430,20
1006,644,0,-1,False,1.3686673641204834,0,230,390,400,30
963,630,0,-1,False,1.333219289779663,0,110,210,470,260
1048,630,0,-1,False,1.1454381942749023,0,150,430,400,80
1083,630,0,-1,False,1.1817421913146973,0,100,40,450,390
1828,630,0,-1,False,1.0606868267059326,1,110,240,120,230
1834,630,0,-1,False,1.1398236751556396,0,480,460,100,110
1321,618,0,-1,False,1.4075288772583008,0,440,220,140,400
160,595,0,-1,False,1.1430304050445557,0,450,390,30,50
670,595,0,-1,False,20.090197324752808,0,240,180,480,60
684,595,0,-1,False,1.0614933967590332,0,140,230,480,30
837,595,0,-1,False,1.0518274307250977,0,360,380,20,80
