id,score,gen,ancestral,copy,time alive,feeding,xi,yi,xfi,yfi
1534,1431,15,225,False,2.1381072998046875,1,180,420,30,420
1107,1225,15,698,False,20.094356775283813,0,100,280,440,90
553,1081,15,791,False,1.8667216300964355,0,480,260,20,250
1427,1081,15,1104,False,1.8035054206848145,0,480,480,20,470
1397,1035,15,591,False,1.7804324626922607,0,470,180,20,200
66,990,15,1428,False,1.8145315647125244,0,460,180,20,430
151,990,15,1646,False,20.14830732345581,0,480,90,20,20
414,990,15,1095,False,1.8724477291107178,0,480,400,40,460
884,990,15,1394,False,1.7823989391326904,0,460,130,20,440
1573,990,15,500,False,20.045855283737183,0,480,100,40,80
1182,946,15,7,False,20.09053683280945,0,480,400,50,350
1304,946,15,816,False,20.06036067008972,0,180,230,460,40
368,903,15,1154,False,1.7586674690246582,0,50,380,470,130
499,903,15,1315,False,1.7546734809875488,0,450,80,30,200
765,861,15,1153,False,1.657806634902954,0,430,110,20,300
1123,861,15,833,False,20.0935320854187,0,460,300,50,250
1181,861,15,7,False,1.8380389213562012,0,480,80,70,280
1184,861,15,7,False,1.6861858367919922,0,60,430,470,70
1338,861,15,31,False,1.7422657012939453,0,460,60,50,190
1502,861,15,195,False,20.049516439437866,1,480,290,300,290
11,820,15,505,False,1.8949851989746094,0,480,30,80,310
234,820,15,874,False,1.6456594467163086,0,420,210,20,260
325,820,15,1246,False,1.6726574897766113,0,70,470,470,180
446,820,15,893,False,1.7562057971954346,0,450,300,50,330
660,820,15,1638,False,1.8324406147003174,0,30,400,430,100
1256,820,15,1886,False,1.7447421550750732,0,460,120,60,320
1658,820,15,1728,False,1.559727668762207,0,420,40,20,240
1699,820,15,189,False,1.5583090782165527,0,80,290,480,50
1976,820,15,526,False,1.592236042022705,0,430,150,30,450
64,780,15,1428,False,1.8561127185821533,0,470,210,80,360
225,780,15,874,False,20.14439082145691,0,140,310,380,120
299,780,15,1411,False,1.6431078910827637,0,420,360,30,450
550,780,15,791,False,1.795149564743042,0,460,260,70,360
584,780,15,886,False,1.604630708694458,0,90,460,480,250
1506,780,15,195,False,1.6518402099609375,0,60,430,450,20
1639,780,15,1239,False,1.6904234886169434,0,450,220,60,430
1818,780,15,1317,False,1.726252794265747,0,460,230,70,310
1933,777,15,885,False,20.02665877342224,0,40,230,460,80
96,741,15,1590,False,20.151151657104492,0,90,310,320,120
166,741,15,1336,False,1.6484038829803467,1,340,170,140,170
187,741,15,1523,False,1.764829397201538,0,450,100,70,190
619,741,15,921,False,1.6635303497314453,0,430,250,50,260
704,741,15,1707,False,20.11821675300598,0,480,240,100,270
764,741,15,1153,False,1.596222162246704,0,90,460,470,90
1140,741,15,833,False,1.8132178783416748,0,470,100,90,460
1337,741,15,31,False,1.5735483169555664,0,420,340,40,480
1775,741,15,802,False,1.5028371810913086,0,100,440,480,150
1914,741,15,447,False,1.7578628063201904,0,30,360,410,50
7,703,15,505,False,1.5805461406707764,0,390,320,20,340
