id,score,gen,ancestral,time alive,feeding,xi,yi,xfi,yfi
107,548,17,1367,20.10828423500061,1,53,311,58,400
113,13,17,1367,0.7312524318695068,1,438,392,435,476
182,23,17,1989,0.9436054229736328,1,423,72,420,287
187,4,17,1989,0.6424787044525146,1,372,363,369,403
241,548,17,274,20.099493265151978,1,232,197,237,289
256,548,17,274,20.098796606063843,1,137,276,138,292
315,558,17,383,20.096203088760376,1,216,145,213,320
350,2,17,635,0.8451063632965088,1,306,206,311,235
372,35,17,714,1.3060662746429443,1,385,56,379,414
398,18,17,715,1.5734820365905762,1,61,223,65,406
404,27,17,840,0.979619026184082,1,468,82,473,352
522,561,17,1095,20.086308479309082,1,110,226,105,414
632,556,17,1956,20.08102035522461,1,262,172,259,311
667,15,17,138,0.6832408905029297,1,469,255,466,406
809,12,17,355,1.252060890197754,1,180,291,189,416
883,552,17,556,20.069459676742554,1,209,317,214,423
1065,546,17,794,20.0601646900177,1,186,114,183,147
1085,20,17,837,1.017664909362793,1,369,260,372,463
1192,41,17,961,1.2561089992523193,1,310,157,316,425
1249,556,17,1047,20.051776885986328,1,263,142,264,272
1304,11,17,1097,0.7127835750579834,1,409,329,417,441
1390,551,17,1176,20.04552412033081,1,320,40,324,138
1395,24,17,1176,1.027177333831787,1,393,164,398,405
1423,22,17,1203,0.9849021434783936,1,399,32,395,259
1442,1091,17,1222,20.04284381866455,1,356,69,361,91
1484,36,17,1262,1.2630925178527832,1,391,202,398,442
1855,539,17,1639,20.02407455444336,1,46,269,43,309
1905,1,17,1741,0.8128292560577393,1,262,230,263,234
1947,18,17,1754,1.0271096229553223,1,326,214,324,397
1970,546,17,1787,20.01861071586609,1,51,99,45,109
1985,547,17,1819,20.017892360687256,1,45,194,49,315
1,0,17,499,0.18483996391296387,0,480,53,30,356
2,545,17,499,20.11517882347107,0,310,287,388,311
3,0,17,499,0.8860230445861816,0,249,214,199,174
4,0,17,499,0.8135313987731934,0,279,325,241,262
5,0,17,499,0.37157583236694336,0,424,215,173,327
6,3,17,499,0.8380482196807861,0,269,79,293,20
7,545,17,499,20.114948987960815,0,306,316,466,390
8,0,17,499,0.7883520126342773,0,281,248,52,330
9,540,17,499,20.114855766296387,0,54,309,383,347
10,6,17,499,1.3248753547668457,0,66,356,96,143
11,0,17,499,0.30098891258239746,0,447,374,230,300
12,25,17,499,1.0836849212646484,0,137,345,365,99
13,555,17,499,20.114694118499756,0,104,310,162,101
14,39,17,499,1.249068021774292,0,66,424,322,38
15,549,17,499,20.114604711532593,0,109,396,381,201
16,545,17,499,20.114554405212402,0,282,245,326,263
17,0,17,499,0.5347721576690674,0,376,469,105,453
18,545,17,499,20.11446261405945,0,242,256,480,362
19,0,17,499,0.7880573272705078,0,288,450,58,378
20,0,17,499,0.33669376373291016,0,432,315,247,397
21,0,17,799,0.9315629005432129,0,222,139,178,69
22,0,17,799,0.5651590824127197,0,366,335,330,221
23,0,17,799,0.46894168853759766,0,341,101,129,477
24,0,17,799,1.039308786392212,0,178,386,130,112
25,546,17,799,20.11192226409912,0,266,386,321,428
26,0,17,799,0.18197345733642578,0,353,25,180,314
27,552,17,799,20.111833333969116,0,216,286,358,91
28,13,17,799,0.9291002750396729,0,319,439,354,82
29,0,17,799,0.29828834533691406,0,443,322,138,229
30,546,17,799,20.111693859100342,0,162,236,262,193
31,559,17,799,20.11165475845337,0,311,140,452,475
32,0,17,799,0.5006051063537598,0,389,322,149,333
33,0,17,799,0.859086275100708,0,255,441,232,276
34,554,17,799,20.111528635025024,0,205,113,300,328
35,0,17,799,0.46860504150390625,0,395,250,89,82
36,0,17,799,0.40252041816711426,0,417,150,100,109
37,0,17,799,1.1683235168457031,0,116,216,45,269
38,2,17,799,0.5624289512634277,0,366,370,378,201
39,549,17,799,20.111310958862305,0,187,475,266,366
40,2,17,799,0.7335622310638428,0,307,453,320,350
41,545,17,878,20.111198663711548,0,179,299,322,365
42,0,17,878,0.706357479095459,0,315,330,204,291
43,0,17,878,1.0172207355499268,0,183,225,183,70
44,8,17,878,0.6212191581726074,0,22,152,398,77
45,0,17,878,0.40225720405578613,0,413,370,231,291
46,551,17,878,20.11098051071167,0,206,182,419,392
47,0,17,878,0.8098835945129395,0,277,249,103,58
48,0,17,878,0.591942548751831,0,358,122,235,155
49,547,17,878,20.11085534095764,0,208,305,302,238
50,0,17,878,0.809800386428833,0,275,295,215,180
51,529,17,878,20.11077880859375,0,405,365,310,460
52,558,17,878,20.110743284225464,0,101,135,184,418
53,0,17,878,0.9507706165313721,0,219,471,46,432
54,0,17,878,0.8342466354370117,0,261,211,50,340
55,558,17,878,20.110602617263794,0,87,97,296,452
56,0,17,878,0.5619573593139648,0,364,328,116,372
57,0,17,878,0.25588345527648926,0,460,283,146,275
58,539,17,878,20.110479831695557,0,260,366,212,450
59,545,17,878,20.11043620109558,0,370,256,446,228
60,0,17,878,0.5915963649749756,0,351,145,292,114
61,4,17,991,0.43523693084716797,0,444,423,95,23
62,553,17,991,20.11027240753174,0,81,64,200,269
63,0,17,991,0.9946610927581787,0,191,194,60,217
64,0,17,991,0.2186751365661621,0,470,461,434,206
65,0,17,991,0.4996333122253418,0,386,330,122,85
66,544,17,991,20.110088348388672,0,300,466,396,471
67,0,17,991,0.927711009979248,0,226,232,49,328
68,558,17,991,20.11000084877014,0,52,396,139,121
69,0,17,991,0.18085193634033203,0,478,353,285,425
